train_mse,train_r2,train_mape,train_mae,test_mse,test_r2,test_mape,test_mae
0.2526124311088502,0.8892273404192134,0.19947479060257367,0.33862862178285785,0.32952735962519386,0.8556935126343329,0.23986520373968187,0.37963465382126155
