train_mse,train_r2,train_mape,train_mae,test_mse,test_r2,test_mape,test_mae
0.4456042951306126,0.804598797155116,0.3087783854899786,0.4644514463752949,0.5256841680636054,0.7697926028258018,0.3199832621488208,0.5071524318974513
